pattern_id,code,pattern,length,density,frequency,found_in
P531,NIPE,- X X X | - X - X | X X X X | X X - -,16,11,4,ระบำเทพบันเทิง
P532,NIPN,- X X X | - X - X | X X X X | - X X X,16,12,4,"ระบำไกรลาศสำเริง, ระบำทวารวดี, ระบำกรับ"
P533,NLHL,- X X X | X X - X | - X X - | X X - X,16,11,4,"ฉิ่งเรื่องพระฉันเช้า (ยิกิน), ระบำกุญชรเกษม"
P534,NLIO,- X X X | X X - X | - X - X | - - - -,16,8,4,"ฟ้อนม่านมงคลใหม่, ฟ้อนม่านมงคล"
P535,NNIL,- X X X | - X X X | - X - X | X X - X,16,11,4,"สาธุการ, ช้าเรื่องสร้อยสน (พระนคร)"
P536,NNNB,- X X X | - X X X | - X X X | - X - -,16,10,4,"กราวใน, บังใบ เถา"
P537,NNNO,- X X X | - X X X | - X X X | - - - -,16,9,4,โหมโรงกราวนอก
P538,NPI,- X X X | X X X X | - X - X,12,9,4,"ลาวเสี่ยงเทียน เถา, สุดสงวน เถา, โลมสิงโต"
P539,NPIO,- X X X | X X X X | - X - X | - - - -,16,9,4,"ลาวเสี่ยงเทียน เถา, ระบำทวารวดี"
P540,NPOP,- X X X | X X X X | - - - - | X X X X,16,11,4,"เขมรพวง เถา, เขมรไทรโยค"
P541,OCOI,- - - - | - - X - | - - - - | - X - X,16,3,4,แขกโอด สามชั้น
P542,ODON,- - - - | - - - X | - - - - | - X X X,16,4,4,"ระบำศรีวิชัย, โอ้ลาวครวญ, ระบำมยุราภิรมย์"
P543,OFOF,- - - - | X - X - | - - - - | X - X -,16,4,4,แขกลพบุรี สามชั้น
P544,OIDP,- - - - | - X - X | - - - X | X X X X,16,7,4,ระบำกุญชรเกษม
P545,OJOE,- - - - | - - X X | - - - - | X X - -,16,4,4,แขกโอด สามชั้น
P546,OLIL,- - - - | X X - X | - X - X | X X - X,16,8,4,"แขกไทร สามชั้น, ฟ้อนพวงมาลัย"
P547,OLLI,- - - - | X X - X | X X - X | - X - X,16,8,4,ฝรั่งรำเท้า
P548,OLNP,- - - - | X X - X | - X X X | X X X X,16,10,4,"ระบำนกเขามะราปี, ระบำลพบุรี"
P549,OLPL,- - - - | X X - X | X X X X | X X - X,16,10,4,ฉิ่งเรื่องพระฉันเช้า (ยิกิน)
P550,ONON,- - - - | - X X X | - - - - | - X X X,16,6,4,"ระบำนกเขามะราปี, พญาเดิน, รำวงมาตรฐาน"
P551,OOCI,- - - - | - - - - | - - X - | - X - X,16,3,4,แขกโอด สามชั้น
P552,OODO,- - - - | - - - - | - - - X | - - - -,16,1,4,"ช้างประสานงา เถา, เขมรโพธิสัตว์ เถา"
P553,OOFF,- - - - | - - - - | X - X - | X - X -,16,4,4,แขกลพบุรี สามชั้น
P554,OOIC,- - - - | - - - - | - X - X | - - X -,16,3,4,"โสมส่องแสง เถา, ลาวดวงเดือน สองชั้น"
P555,OOID,- - - - | - - - - | - X - X | - - - X,16,3,4,"อาเฮีย เถา, โสมส่องแสง เถา, ลาวดวงเดือน สองชั้น"
P556,OOIN,- - - - | - - - - | - X - X | - X X X,16,5,4,"พม่ากำชับ สองชั้น, ลาวดำเนินทราย สองชั้น, เชื้อ"
P557,OOJD,- - - - | - - - - | - - X X | - - - X,16,3,4,"แขกมอญบางขุนพรหม เถา, อาเฮีย เถา"
P558,OOOI,- - - - | - - - - | - - - - | - X - X,16,2,4,"อาเฮีย เถา, เขมรไทรโยค"
P559,OPBL,- - - - | X X X X | - X - - | X X - X,16,8,4,"โสมส่องแสง เถา, ระบำมยุราภิรมย์, รำวงมาตรฐาน"
P560,OPDP,- - - - | X X X X | - - - X | X X X X,16,9,4,"โสมส่องแสง เถา, เขมรพวง เถา, ลาวดวงเดือน สองชั้น"
P561,OPJL,- - - - | X X X X | - - X X | X X - X,16,9,4,"เขมรราชบุรี สามชั้น, โสมส่องแสง เถา, แขกลพบุรี สามชั้น"
P562,OPJN,- - - - | X X X X | - - X X | - X X X,16,9,4,ใบ้คลั่ง เถา
P563,OPLO,- - - - | X X X X | X X - X | - - - -,16,7,4,ทยอยญวน เถา
P564,OPNN,- - - - | X X X X | - X X X | - X X X,16,10,4,"ฟ้อนม่านมงคลใหม่, ฟ้อนม่านมงคล"
P565,OPOI,- - - - | X X X X | - - - - | - X - X,16,6,4,"เขมรไทรโยค, ระบำเชียงแสน, ใบ้คลั่ง เถา"
P566,OPPN,- - - - | X X X X | X X X X | - X X X,16,11,4,"ลาวดำเนินทราย สองชั้น, ลาวกระแซ สองชั้น"
P567,PEPJ,X X X X | X X - - | X X X X | - - X X,16,12,4,แขกโอด สามชั้น
P568,PIIE,X X X X | - X - X | - X - X | X X - -,16,10,4,ช้าเรื่องขอมดำดิน
P569,PIIL,X X X X | - X - X | - X - X | X X - X,16,11,4,"ช้าเรื่องขอมดำดิน, แขกโอด สามชั้น"
P570,PIPB,X X X X | - X - X | X X X X | - X - -,16,11,4,"ระบำลพบุรี, พม่ากำชับ สองชั้น"
P571,PIPO,X X X X | - X - X | X X X X | - - - -,16,10,4,"ระบำบันเทิงกาสร, ระบำอยุธยา, พม่าเห่ เถา"
P572,PLII,X X X X | X X - X | - X - X | - X - X,16,11,4,"เชิดจีน, เขมรไทรโยค, เขมรปากท่อ สองชั้น"
P573,PLNL,X X X X | X X - X | - X X X | X X - X,16,13,4,"พม่าห้าท่อน หกชั้น, เชิดจีน"
P574,PLPF,X X X X | X X - X | X X X X | X - X -,16,13,4,แขกโอด สามชั้น
P575,PN,X X X X | - X X X,8,7,4,"เจดีย์เจ็ดยอด, ช้าเรื่องขอมดำดิน, ฉิ่งเรื่องพระฉันเช้า (ยิกิน), จีนล่องหน่าย"
P576,PPGN,X X X X | X X X X | X - - X | - X X X,16,13,4,ทยอยเขมร สามชั้น
P577,PPIB,X X X X | X X X X | - X - X | - X - -,16,11,4,"โสมส่องแสง เถา, เขมรปี่แก้ว สามชั้น, อะแซหวุ่นกี้ เถา"
P578,PPLF,X X X X | X X X X | X X - X | X - X -,16,13,4,แขกโอด สามชั้น
P579,PPMM,X X X X | X X X X | X - X X | X - X X,16,14,4,"แขกโอด สามชั้น, อกทะเล สามชั้น"
P580,PPNN,X X X X | X X X X | - X X X | - X X X,16,14,4,ทยอยใน เถา
P581,BLDN,- X - - | X X - X | - - - X | - X X X,16,8,3,"สีนวล ออกต้นวรเชษฐ์, โหมโรงพม่าวัด"
P582,BLIL,- X - - | X X - X | - X - X | X X - X,16,9,3,"มอญรำดาบ เถา, พม่าเห่ เถา"
P583,BNNN,- X - - | - X X X | - X X X | - X X X,16,10,3,"กลม, ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)"
P584,BPJI,- X - - | X X X X | - - X X | - X - X,16,9,3,ตับสมิงทอง
P585,DB,- - - X | - X - -,8,2,3,เจดีย์เจ็ดยอด
P586,DBIP,- - - X | - X - - | - X - X | X X X X,16,8,3,"แขกกุลิต เถา, ระบำนกเขามะราปี, ระบำนพรัตน์"
P587,DBNI,- - - X | - X - - | - X X X | - X - X,16,7,3,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ระบำม่านมุ้ยเชียงตา, เสมอพม่า"
P588,DBPI,- - - X | - X - - | X X X X | - X - X,16,8,3,"ระบำเทพบันเทิง, เสมอพม่า"
P589,DDDL,- - - X | - - - X | - - - X | X X - X,16,6,3,"ระบำเริงอรุณ, ระบำม่านมุ้ยเชียงตา, เชื้อ"
P590,DDJB,- - - X | - - - X | - - X X | - X - -,16,5,3,"ระบำมยุราภิรมย์, เขมรพวง เถา"
P591,DDJJ,- - - X | - - - X | - - X X | - - X X,16,6,3,"ระบำอัศวลีลา, ราตรีประดับดาว เถา"
P592,DDNO,- - - X | - - - X | - X X X | - - - -,16,5,3,ฉิ่งเรื่องพระฉันเช้า (ยิกิน)
P593,DDNP,- - - X | - - - X | - X X X | X X X X,16,9,3,"ระบำชุมนุมเผ่าไทย, ลาวเสี่ยงเทียน เถา"
P594,DDOO,- - - X | - - - X | - - - - | - - - -,16,2,3,"ราตรีประดับดาว เถา, ระบำบันเทิงกาสร, ระบำเริงอรุณ"
P595,DDPL,- - - X | - - - X | X X X X | X X - X,16,9,3,"โหมโรงจอมสุรางค์, ลาวเสี่ยงเทียน เถา, บาทสกุณี (เสมอตีนนก)"
P596,DIIP,- - - X | - X - X | - X - X | X X X X,16,9,3,"ระบำศรีวิชัย, ฟ้อนม่านมงคลใหม่, ลาวคำหอม (เสียง ลา — อีกฉบับ)"
P597,DIKM,- - - X | - X - X | X X X - | X - X X,16,9,3,ระบำพม่านิมิตร
P598,DINL,- - - X | - X - X | - X X X | X X - X,16,9,3,"พันธุ์ฝรั่ง เถา, ฉุยฉาย"
P599,DINN,- - - X | - X - X | - X X X | - X X X,16,9,3,"ราตรีประดับดาว เถา, ลาวกระแซ สองชั้น, รำวงมาตรฐาน"
P600,DIOD,- - - X | - X - X | - - - - | - - - X,16,4,3,"เหาะ, ระบำดาวดึงส์, ระบำสี่บท"
P601,DIOI,- - - X | - X - X | - - - - | - X - X,16,5,3,"รำวงมาตรฐาน, ระบำชาวนา"
P602,DJIN,- - - X | - - X X | - X - X | - X X X,16,8,3,"ฟ้อนพวงมาลัย, เสมอลาว"
P603,DJJL,- - - X | - - X X | - - X X | X X - X,16,8,3,"ระบำเทพบันเทิง, ระบำชาวนา"
P604,DJP,- - - X | - - X X | X X X X,12,7,3,โอ้ลาวครวญ
P605,DJPB,- - - X | - - X X | X X X X | - X - -,16,8,3,"ระบำกรับ, ระบำศรีชัยสิงห์, ระบำอยุธยา"
P606,DJPL,- - - X | - - X X | X X X X | X X - X,16,10,3,"ทยอยเขมร สามชั้น, พม่าแทงกบ สองชั้น"
P607,DLDD,- - - X | X X - X | - - - X | - - - X,16,6,3,"อกทะเล สามชั้น, พม่าห้าท่อน สามชั้น"
P608,DN,- - - X | - X X X,8,4,3,เจดีย์เจ็ดยอด
P609,DNI,- - - X | - X X X | - X - X,12,6,3,"ช้างประสานงา เถา, ชมตลาด, โอ้ปี่"
P610,DNID,- - - X | - X X X | - X - X | - - - X,16,7,3,"เขมรโพธิสัตว์ เถา, ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)"
P611,DNIN,- - - X | - X X X | - X - X | - X X X,16,9,3,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ช้าเรื่องจีนแส (พระนคร)"
P612,DNIP,- - - X | - X X X | - X - X | X X X X,16,10,3,"เขมรปี่แก้ว สามชั้น, ฟ้อนลาวคำหอม (เสียง มซซซ), ฟ้อนลาวคำหอม (เสียง ลา)"
P613,DNNP,- - - X | - X X X | - X X X | X X X X,16,11,3,"เทพบรรทม เถา, ภิรมย์สุรางค์ เถา"
P614,DPPI,- - - X | X X X X | X X X X | - X - X,16,11,3,"โสมส่องแสง เถา, ระบำมยุราภิรมย์, โอดลาว"
P615,EEOO,X X - - | X X - - | - - - - | - - - -,16,4,3,"ช้างประสานงา เถา, แขกลพบุรี สามชั้น, แสนสุดสวาท สามชั้น"
P616,FFOO,X - X - | X - X - | - - - - | - - - -,16,4,3,"แสนสุดสวาท สามชั้น, แขกกุลิต เถา"
P617,IIBI,- X - X | - X - X | - X - - | - X - X,16,7,3,"เขมรโพธิสัตว์ เถา, ระบำม่านมุ้ยเชียงตา, พม่าห้าท่อน หกชั้น"
P618,IIIE,- X - X | - X - X | - X - X | X X - -,16,8,3,"ระบำลพบุรี, มอญรำดาบ เถา"
